Over 300 Western Cape schools closed over Covid-19 infections,Travel_close,,
Egypt's airports to remain closed until April 15 to fight spread of coronavirus,Travel_close,,
EGYPT TO CLOSE AIRPORTS DUE TO COVID-19,Travel_close,,
Coronavirus control: Egypt to shut all airports on March 31,Travel_close,,
Oman curfew returns amid Covid-19 case spike,Travel_close,,
Newsom: More California counties must roll back reopening,Travel_close,,
Coronavirus: Australia closes interstate border; California asks indoor businesses to close,Travel_close,,
"Texas' Bexar joins Los Angeles, Florida counties in closing beaches, parks for July 4th weekend",Travel_close,,
Coronavirus Today: California rolls back reopening,Travel_close,,
At least 22 states pause reopening or take new steps to limit the spread of COVID-19,Travel_close,,
"Coronavirus updates: Worldwide death toll passes 500,000 and cases exceed 10 million; California bars shut down; New York death rate drops",Travel_close,,
Europe Travel Ban on U.S. Visitors Would Be a Blow to Airlines,Travel_close,,
Coronavirus latest: Austria bans all but essential travel to German state,Travel_close,,
Coronavirus latest: Austria tightens regulations after rise in cases,Travel_close,,
Coronavirus restrictions: What’s closed (and what’s open) in Germany?,Travel_close,,
Coronavirus: Europe plans full border closure in virus battle,Travel_close,,
Coronavirus latest: Germany to partially close borders with several countries,Travel_close,,
"EU Locks Down Borders As France, Germany Tighten Restrictions To Control Coronavirus",Travel_close,,
"Germany: Coronavirus Crisis Leads to More Restrictions, Closures and Cancellations",Travel_close,,
"Berlin joins Cologne in closing bars, clubs as Germany toughens coronavirus response",Travel_close,,
Germany moves to seal off borders to fight coronavirus pandemic,Travel_close,,
Why Thailand isn't reopening to international tourists yet,Travel_close,,
"Myanmar extends travel ban, curfews to contain Covid-19 spread",Travel_close,,
"Thailand closes border, bans entry for foreigners – Business Traveller",Travel_close,,
Thailand suspends incoming passenger flights to fight coronavirus,Travel_close,,
Coronavirus: EU considers barring Americans from travel list,Travel_close,,
E.U. Plans to Bar Most U.S. Travelers When Bloc Reopens,Travel_close,,
"As coronavirus spikes, Kansas and Oregon order face masks; Arizona closes bars, gyms, theaters",Travel_close,,
"EU Locks Down Borders As France, Germany Tighten Restrictions To Control Coronavirus",Travel_close,,
Coronavirus: Europe plans full border closure in virus battle,Travel_close,,
Coronavirus latest: Germany to partially close borders with several countries,Travel_close,,
"Coronavirus: Travel restrictions, border shutdowns by country",Travel_close,,
"Coronavirus: Germany shuts down borders, halts public life",Travel_close,,
"Coronavirus update: India overtakes Russia with third-largest outbreak, Spain reimposes lockdown as cases surge",Travel_close,,
As the day unfolded: NSW-Victoria border to close as Victoria records 127 new COVID-19 cases; Australian death toll hits 106,Travel_close,,
Indonesia To Close Borders To Foreign Travellers,Travel_close,,
"COVID-19: At least 1,266 hotels in Indonesia have closed",Travel_close,,
"Coronavirus: These Countries, Airlines Restrict Travel to China",Travel_close,,
"Indonesia to ban air, sea travel to end-May: officials",Travel_close,,
Indonesia Bans Travel for Ramadan Amid Pandemic,Travel_close,,
"Hong Kong Disneyland to close again on July 15 due to coronavirus, a month after reopening",Travel_close,,
Coronavirus outbreak closes Shanghai Disneyland and other China tourist destinations,Travel_close,,
Coronavirus: Dozens of Melbourne passengers allowed to leave Sydney Airport without health tests,Travel_Close,,
International Travel : Australia Closed to the World Indefinitely,Travel_Close,,
Australia Likely to Keep Borders Closed Until Next Year Due to COVID-19,Travel_Close,,
"Borders to remain closed for months, government weighs NZ travel",Travel_Close,,
"FOCUS: Australia, NZ frustrated as free travel restart remains uncertain",Travel_Close,,
Australia closes beaches as Covid-19 lockdown continues over Easter,Travel_Close,,
Australia could stay closed to tourists until next year because of coronavirus,Travel_Close,,
Sri Lanka delays international airport's reopening,Travel_Close,,
Coronavirus travel restrictions to Australia prompt foreigners and locals to fly in en masse,Travel_Close,,
Australia handled coronavirus pandemic with testing and closed borders,Travel_Close,,
Australia's Covid-19 travel ban comes into force for all non-residents and non-citizens – as it happened,Travel_Close,,
"Borders to stay closed, travellers urged to 'see Australia first' once curbs ease",Travel_Close,,
"NZ travel bubble being delayed by Australian states' coronavirus border closures, Winston Peters says",Travel_Close,,
Travel restrictions in Australia state by state as NSW closes Victorian border and Melbourne returns to lockdown,Travel_Close,,
Queensland imposes state border restrictions from midnight Wednesday due to coronavirus crisis,Travel_Close,,
"Oman to impose curfew, travel bans for Eid holiday due to coronavirus",Travel_Close,,
"Hawai‘i Trans-Pacific Travel Plans Delayed to Sept. 1 Amid COVID-19 Concerns, Spikes",Travel_Close,,
"Hawaii, Kauai counties shut down vacation rentals to halt coronavirus",Travel_Close,,
Italy bans entry from 13 countries over coronavirus fears: Live,Travel_Close,,
"EU travel list excludes US, other COVID-19 hot spots",Travel_Close,,
Argentina bans all commercial flights until September in response to coronavirus pandemic,Travel_Close,,
"Argentina Imposes Toughest Travel Ban in Americas, Sparking Outcry",Travel_Close,,
Argentina Suspends Most Domestic Travel to Curb Pandemic,Travel_Close,,
Skagway resident stranded in Argentina as coronavirus shuts down tourist travel,Travel_Close,,
Covid-19: Argentina extends mandatory lockdown until June 7,Travel_Close,,
"Coronavirus: Travel restrictions, border shutdowns by country",Travel_Close,,
Argentina Imposes Harsh Travel Ban,Travel_Close,,
Europe Travel Ban on U.S. Visitors Would Be a Blow to Airlines,Travel_Close,,
"European Union Bars Travelers from US, Formalizes Reopening",Travel_Close,,
Coronavirus latest: Austria tightens regulations after rise in cases,Travel_Close,,
The EU just updated its guest list — and US travelers still can't visit,Travel_Close,,
Coronavirus has stopped Australians from returning home. Here are their stories,Travel_Close,,
Greece extends ban on UK flights,Travel_Close,,
Netherlands Explains Travel Ban for Foreign Travelers,Travel_Close,,
Netherlands issues new Italy travel warning over coronavirus cases,Travel_Close,,
Q&A's Travel restrictions for the Netherlands (EU travel ban),Travel_Close,,
Coronavirus: Tourism collapse in Fiji causing 'panic',Travel_Close,,
Coronavirus: Trans-Tasman bubble in doubt as New Zealand's borders stay shut,Travel_Close,,
The Latest: Air New Zealand puts hold on new flight bookings,Travel_Close,,
"Trans-Tasman travel 'bubble' date could be pushed back, as NZ records new COVID-19 cases",Travel_Close,,
Americans will remain barred from European travel as the EU gradually reopens its borders,Travel_Close,,
Coronavirus: Air NZ could divert flights from Melbourne as areas go back into lockdown,Travel_Close,,
When can I travel to Australia? Latest updates as Melbourne remains in lockdown and Qantas grounds all international flights,Travel_Close,,
"Japan aims to ease travel bans with China, South Korea and Taiwan",Travel_Close,,
Vintage Citroen 2CV Paris tours struggle under coronavirus travel ban,Travel_Close,,
Coronavirus: How South Africa and Rwanda are coping without tourists,Travel_Close,,
"European Union Bars Travelers from US, Formalizes Reopening",Travel_Close,,
This Is Why Travelers Must Prepare For A Coronavirus Lockdown In France,Travel_Close,,
Paris shuts down famed Louvre museum as coronavirus epidemic spreads,Travel_Close,,
"Is it safe to travel to France? Latest as coronavirus cases hit 5,000, shops are closed and flights are",Travel_Close,,
Coronavirus: France imposes lockdown as EU calls for 30-day travel ban,Travel_Close,,
2020 Washington County Fair canceled amid COVID-19 public health concerns,Travel_Close,,
Coronavirus latest: Austria tightens regulations after rise in cases,Travel_Close,,
Miami Beach enacts 8 PM curfew in entertainment district to curb coronavirus spread,Travel_Close,,
"Miami joins county, Miami Beach in closing summer camps in local parks as COVID spreads",Travel_Close,,
Miami-Dade closing indoor dining amid coronavirus spike; gyms can now stay open,Travel_Close,,
Miami and Fort Lauderdale beaches closing for Fourth of July amid coronavirus concerns,Travel_Close,,
Miami Beach shuts down short-term rentals due to coronavirus,Travel_Close,,
Miami is closing its beaches for July Fourth weekend as Florida coronavirus cases continue to surge,Travel_Close,,
South Beach Tourist Spots Close Due to Rise in COVID Cases,Travel_Close,,
More Florida beaches to close amid coronavirus surge,Travel_Close,,
"Texas' Bexar joins Los Angeles, Florida counties in closing beaches, parks for July 4th weekend",Travel_Close,,
Miami Beach to close summer camps at parks due to COVID-19 concerns,Travel_Close,,
"Amid new ‚Äòzero tolerance‚Äô COVID rules, Miami Beach closes restaurants with bar service",Travel_Close,,
Closed South Florida Beaches Put Damper On July 4th Holiday Fun,Travel_Close,,
"Your Saturday Update: Florida Breaks Another Record, Miami Locks Beaches Down For July 4, Rent, Mortgage Help",Travel_Close,,
"No takeout, no delivery: These Miami restaurants are closing until COVID-19 passes",Travel_Close,,
"Miami mayor hopeful mask mandate, closing beaches will slow coronavirus cases",Travel_Close,,
Beaches in the Keys will close this week in advance of July 4 due to COVID-19 spread,Travel_Close,,
Miami Beach imposes 8 p.m. curfew in entertainment zone amid spike in COVID-19 cases,Travel_Close,,
"Texas is a 'red zone state' and Dallas County is one of the worst coronavirus hotspots, White House report says",Travel_Close,,
"Perot, Other Downtown Dallas Museums Pause Reopening Plans Due to COVID-19",Travel_Close,,
New Zealand and Australia close borders to foreigners amid coronavirus crisis,Travel_Close,,
Coronavirus: Air New Zealand cuts more flights ‚Äì Business Traveller,Travel_Close,,
"European Union Bars Travelers from US, Formalizes Reopening",Travel_Close,,
Denied boarding: Transiting Europe‚Äôs airports in the age of COVID-19,Travel_Close,,
Coronavirus latest: Austria bans all but essential travel to German state,Travel_Close,,
Greece extends ban on UK flights,Travel_Close,,
7 Million Tulips No Tourists: Dutch Icon Keukenhof Closed Due To Coronavirus,Travel_Close,,
Coronavirus: Germany latest country to close borders,Travel_Close,,
Big European companies ban business travel as coronavirus outbreak escalates,Travel_Close,,
Australia Stops Travel Between Sydney & Melbourne After Coronavirus Spike,Travel_Close,,
When can I travel to Australia? Latest updates as Melbourne remains in lockdown and Qantas grounds all international flights,Travel_Close,,
NSW Premier Gladys Berejiklian says travellers from coronavirus hotspots in Victoria 'not welcome',Travel_Close,,
'Do not travel to Sydney': Stern warning issued over coronavirus outbreak,Travel_Close,,
New Travel Restrictions Could Suspend Melbourne-Sydney Route Again,Travel_Close,,
Melbourne flight diversions and Queensland blocking Victorians: What's going on if you need to travel?,Travel_Close,,
Coronavirus latest: Austria bans all but essential travel to German state,Travel_Close,,
Barcelona beach shut down after sunbathers ignore stay-at-home request amid new coronavirus wave,Travel_Close,,
Spain holidays on the brink as Barcelona goes into ‚Äòvoluntary lockdown‚Äô amid coronavirus,Travel_Close,,
Coronavirus: Spain imposes local lockdown in Galicia,Travel_Close,,
"Coronavirus Spain: Catalonia locks down area of 210,000 people",Travel_Close,,
Coronavirus latest: Spain imposes second local lockdown,Travel_Close,,
Report: Americans Will Not Be Allowed to Travel to Europe When Borders Reopen,Travel_Close,,
Coronavirus: Spain set to declare national lockdown,Travel_Close,,
Coronavirus updates: Japan seeks to end state of emergency for Tokyo; Trump suspends travel from Brazil,Travel_Close,,
"Spain travel advice: Country goes into lockdown and flights are cancelled as coronavirus cases near 8,000",Travel_Close,,
Travel restriction updates: Spanish cities likely to be off-limits to tourists this summer,Travel_Close,,
"United cancels some Barcelona flights, waives cancellation fees as coronavirus derails Mobile World Congress",Travel_Close,,
Americans denied entry into Italy due to Covid-19 travel restrictions,Travel_Close,,
Europe is loosening coronavirus restrictions. But don‚Äôt expect to vacation there anytime soon.,Travel_Close,,
Coronavirus: All of Italy placed on lockdown; State Department to limits services there,Travel_Close,,
Coronavirus forces Italy to close its biggest tourist attractions,Travel_Close,,
Coronavirus: Italy deepens lockdown as COVID-19 spreads,Travel_Close,,
"Coronavirus: These Countries, Airlines Restrict Travel to China",Travel_Close,,
Top Shanghai Tourist Attractions Close Again To Prevent Coronavirus Spread,Travel_Close,,
Airlines in 3 Continents Cancel Flights to and from China | Time,Travel_Close,,
"As coronavirus cases spike worldwide, China is closing itself off",Travel_Close,,
Is it safe to travel to China? New advice as coronavirus kills 170 and airlines stop all flights,Travel_Close,,
"Coronavirus Closes China to the World, Straining Global Economy",Travel_Close,,
780 million people in China are living under travel restrictions due to the coronavirus outbreak,Travel_Close,,
Attractions closed and events canceled amid coronavirus outbreak,Travel_Close,,
US issues 'do not travel' advisory for China: All your coronavirus travel questions answered,Travel_Close,,
Coronavirus screenings to expand to 15 new US airports; CDC warns against travel to China,Travel_Close,,
Coronavirus: China advises against travel to Wuhan as deaths surge,Travel_Close,,
Delta and American Airlines halt flights as U.S. warns travelers to avoid China ‚Äî how airlines are responding to coronavirus,Travel_Close,,
Disney theme parks in Shanghai and Hong Kong are closed due to coronavirus,Travel_Close,,
Niagara Falls Attractions Trying to Rebuild From COVID-19,Other,,
"For Niagara Falls, time is running out to resurface an economy sunk by COVID-19",Other,,
Restrictions leave US travelers high and dry,Other,,
COVID-19 claims another Porter Cup tournament,Other,,
"In the mists of Niagara Falls, a tale of how differently two countries reopen",Other,,
Niagara Falls bracing for the possible impact Coronavirus fears can have on tourism,Other,,
"As peak travel season approaches, Niagara Falls could see fewer international tourists",Other,,
'World's largest puzzle' pieced together in Newport Beach garage,Other,,
Coronavirus triggers new American border debate — with Canada,Other,,
Local tourism industry seeing effects of coronavirus,Other,,
Niagara Falls predicts more visitors as many cancel travel plans in fear of the coronavirus,Other,,
Niagara Falls City Tourism Suffers During COVID-19 Pandemic,Other,,
Niagara Falls tourism left reeling from coronavirus fallout,Other,,
Border traffic plummets as Covid-19 restrictions take effect,Other,,
COVID-19 in Niagara: What you need to know,Other,,
"Niagara County tourism entities await word on when, how they can reopen",Other,,
UK coronavirus LIVE: Death toll jumps by 11 as Grant Shapps tells Brits not to leave home without face mask,Other,,
Niagara Falls to adjust spending during coronavirus pandemic,Other,,
Falls monitoring COVID-19; closing facilities,Other,,
Coronavirus outbreak coverage | Local News | buffalonews.com,Other,,
Niagara businesses crippled by COVID-19 hope Canadians will help them recover,Other,,
"Buffalo, Niagara Falls prepare for potential impact on tourism due to Coronavirus",Other,,
"COVID-19 Niagara: updates, closures and info",Other,,
Unafraid tourists brave Clifton Hill despite growing coronavirus concerns,Other,,
Mobile COVID diagnostic testing opening in Niagara Falls next week,Other,,
Frequently asked questions: Costa Rica travel and the coronavirus pandemic [updated],Other,,
Coronaviruses and flights: Which airlines are arriving and departing from Costa Rica and which are not to July 20?,Other,,
"Costa Rica coronavirus updates for Tuesday, July 21 – The Tico Times | Costa Rica News | Travel | Real Estate",Other,,
Travel Alert: Ministry of Health Announces New Restrictions For Greater Metropolitian Area (10 July 2020),Other,,
"Costa Rica coronavirus updates for Saturday, July 18 – The Tico Times | Costa Rica News | Travel | Real Estate",Other,,
"Costa Rica coronavirus data for June 25, 2020 – The Tico Times | Costa Rica News | Travel | Real Estate",Other,,
The big picture: The coronavirus crisis and Costa Rica,Other,,
"Costa Rica coronavirus updates for Sunday, July 19 – The Tico Times | Costa Rica News | Travel | Real Estate",Other,,
