Complaints,0
Incorrect reservation and no customer service support. BUYER BEWARE:  Confirmed reservation came through with incorrect dates and incorrect room type.  Called Expedia and they advised to talk to hotel (no changes/cancellation reservation) since it was their policy.  Talked to hotel who agreed to same rate for the change to thecorrect date.  Called Expedia CS Mgr back who advised that for the date I wanted there would be a rate increase by $18.43 since reservation was first booked (less than an HOUR before).  Would not accept old hotel rate.  CLASSIC BAIT AND SWITCH for a garbage booking system and equally useless Customer (NON) Service.  NEVER AGAIN!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,booking
"Lack of cooperation between Expedia and airlines. Because I used Expedia, the inexperienced Jetblue agent could not produce a boarding pass and flight change in sufficient time, when I realized upon going through security that I printed my receipt and not the boarding pass because Expedia website is a busy mess.  She locked her system, needed help from others, 30 precious minutes wasted as I was trapped at ticket counter and unable to get boarding pass.  No kiosks for Expedia or Jetblue at DCA, no helpful available agents, and she refused to call gate agent and let me rush to get thru security at 6 am and caused me to miss my flight!  I was there in sufficient time, had no luggage.  Just needed the darn boarding pass.  Also because expedia does not issue email reminders like the airlines do about flight check in or EASY, CLEAR, QUICK ability to produce boarding passes, it contributed to the whole debacle that resulted in my missing my flight and now fighting to get my money refunded.  I could not find my flight on the Jetblue site so was unable to generate a boarding pass from there.  I will NEVER use Expedia again.  This happened to me once previously when gate agents were quick to dismiss ticket changes when a flight got cancelled and relegate me to the very bottom of the pile when it came to rebooking.",booking
"booking Review from Gilbert, Arizona. Buyer beware. This service provided knowing that no refunds or changes can be made means any mistake, yours or otherwise means they have your money and you have nothing. No customer service, no recourse. And they know it. A model that will self destruct as soon as anyone else provides a product backed by service like what Southwest did for airlines.  I got screwed out of my money because of the difficulty of inputting into a smart phone the data needed to book a reservation for that evening but the computer kept changing the date. Their policy is absolutely no changes or refunds. Call your credit card company and dispute the charge. Look on Expedia then call the hotel direct, NEVER book thru Expedia. You get the same or better deal booking direct plus changes and refunds are available",booking
"3 weeks, 19 phone calls, 5 supervisors and 12 hours of MY TIME!!. 1. Flying from Dominican Republic to Antigua then on to London 2. One of my 3 fights was cancelled so I had to call EXPEDIA to reschedule the DR to Antigua flight. 3. I kept getting disconnected and each time I called back I could not speak to the same person so with every call I had to go through the automated process and re-explain my situation. 4. Eventually, after 3 weeks, 19 phone calls, 5 supervisors and 12 hours of my time I re-book the flight BUT 3 days earlier, because during the 3 weeks I had been trying to re-book, all of the flights had been taken. 5. So now I have my flight but have lost 3 days of my holiday and I now have to find another hotel in Antigua for the 3 days lay-over. 6. EXPEDIA compensated me by way of a $200 EXPEDIA coupon to redeem against the new booking so I follow the procedure to do this and GUESS WHAT?!?!?!?!?! The $200 coupon doesn't redeem against the $882 total of my new booking. 7. Back on the phone to Expedia who tell me that as I have booked the last available room at the hotel they cannot cancel and re-book it because the system will not allow it. They can offer me a different room or a different hotel, however it will take 2 weeks for me to get my refund on my credit card. Then the inevitable happens, I get disconnected after almost an hour on the telephone. They return my call but only for 1 ring, just enough that they can say they returned my call, and short enough that I don't get a chance to answer it! (this happened 5 times previously) 8. I have exhausted every single ounce of patience that I have. I cannot call them back again as I am getting no nearer in amending my credit card payment or redeeming the $200 coupon they gave me. 9. The whole process has caused me so much upset and cost me so much time and money that I NEVER want to use this site again. 10. I have wasted too much of my time on this ONE TRIP which has now cost me 12 hours of my time and an extra $882 but on the bright side I still have a $200 coupon to use on my next trip. Hilarious!!!",booking
"Booked Flight That Did Not Exist. I was stranded at the Madrid airport as the connected flight from Newark to Malaga Spain booked through Expedia simply did not exist. We arrived at Madrid in hopes of then continuing our trip to Malaga only to find US AIrways, Iberia and customer service all confirmed our connecting flight simply didn't exist. We had to beg Iberia to take pity on us and allow us to jump on their next flight 10 hours later. This completely consumed Day 1 of a 7 day vacation and also stranded my young daughter in Malaga, Spain (as she had a different flight through Germany on my United miles and I was supposed to be there waiting 2 hours in advance of her flight. Very stressful and Expedia refuses to do anything. They send a email with a case number stating ""hope this resolves it, and if not call us"". I have called 5 times only to be transferred and on hold 10 to 15 minutes each time then I get disconnected...everytime. I have been a loyal customer for 15+ years. Horrible.",booking
"reservation Review. Went through process of booking everything,waiting for conformation# and there phone disconnected. All  are info is gone when we called back. Have to start over and now hotel is full and i am pissed. First vacation in years and will never use them again. #expediasucks.",booking
"Expedia representatives are incompetent and unable to assist customers like myself diligently. I have been in a back and forth process with Expedia since Nov. 2014. Extremely unhappy with the service!. AVOID USING EXPEDIA AT ALL COST!!!  December 2014, my grandfather passed away and I had to cancel two flights that I had booked with Expedia prior (November 2014). I notified expedia right away and was told I would be issued a refund or credited for my ticket once I submitted the necessary documents(death certificate)implementing their extenuating circumstances policy. In January of 2015 I contacted expedia and spoke with a representative in regards to the status of my case. They informed me that I would need to wait a little longer-so I did! In early February 2015, I contacted expedia once again to inquire about my status. Again, another representative told me the same thing, wait a little longer. Towards mid February after noticing no changes to my bank account I contacted expedia again. This time they told me I should wait sometime longer because sometimes it takes more than two billing cycles to be reimbursed. In March, after waiting near three months I contacted expedia once again. After placing me on hold (as they usually did time and time again) the agent returned to the phone and informed me that I would not be receiving a refund due to the airlines rules and policy. Keep in mind this was after I was verbally promised a refund by the agent once I submitted the necessary documents. Although I was extremely frustrated with the misleading of information, constant back and forth I replied, ""ok, how about a credit of some sort"", once again the representative placed me on hold in order to communicate with her supervisor. My phone call was suddenly disconnected. After calling back and repeating the events to date (as always, because it seemed like they had insufficient notes) I was placed on hold for literally an hour. I refused to hang up and just held on. When the agent came back on, he said they were unsuccessful in contacting the airlines and a supervisor will call me back as soon as they contacted the airlines. No one ever called me back, I waited three days  then called expedia again. And the pattern continued up until April. In April, an agent informed me that I would in fact receive a credit but had until November 2015 to use it. She said she made a note of the information. When I asked for an email she said everything was set and that the conversation had been recorded therefore, she didn't need to provide me with an email. I thanked her and hung up. Based on the information I received from the agent, I decided to request time off from my job in July and made the necessary arrangements and reservations for accommodations for my travels. I also purchased two separate flights that would enable me to use the airline credit I was given without any complications. Yesterday, May 27th, I called expedia to reserve my flight using the credit they had issued  and  I was denied that request. I spoke with two agents and then a supervisor(Jessica). The first agent, I had gotten disconnected with (as usual). The second agent gave me what he said was a confirmation number for my credit and told me I had to call the airlines directly to purchase my flight because the airline hadn't released the funds back to expedia. After calling the airlines, the airline representative seemed confused as to why the agent would give such instructions. Of course, I had to call expedia once again. I requested to speak directly to a manager, who informed me that I wasn't provided with a credit confirmation code because it was in fact a case code that the agent had provided me with. She said her representative could not have told me I had a credit without an email. I was furious! I asked her to listen to the conversation between that representative and I when we spoke in April. She said the only thing I could do was make a complaint and she could no longer be of any assistant. This is the WORST, UNRELIABLE customer service I have ever received. I am now left with seven days off, a booked hotel and car rental and two tickets that I was suppose to use to connect to my intended flights that I am no longer credited for. How unethical and unjust? For the past six months I have been dealing with a lot of incompetence and negligence (Expedia employees). HORRIBLE EXPERIENCE!! Won't ever use this company again, even if I have to pay double the price for tickets or hotels with another!",booking
"booking Review from Houston, Texas. Last night we tried booking a mexico vacation through Expedia, and after giving our card information were told there was an error. Long story short, they went ahead and extracted the amount due for our trip and flight (obviously thousands of dollars) and got nothing in return. No reservations, no airline tickets. After calling costumer service and being put on hold and passed around to different ""customer service representatives"" we finally talked to a supervisor of a supervisor telling us that they don't know what went wrong, but we should try to apply for a refund because they took almost 3000 dollars out of our account. I asked to be transfered to someone in that branch and abruptly hung up on. Tried calling back and after another 45 minutes got no answer. I sent two emails and tried calling an alternate number and no one has contacted me. So we had to cancel our cards after Expedia drew out $1600 (the trip was $2700 so??????) luckily our bank is disputing the charges from Expedia. I am appalled at the lack of professionalism and cannot believe how unhelpful your customer service people are. Posting here is last resort because all options from your website (phone numbers, email, etc.) have been exhausted.",booking
"Expedia changed my flight, claimed they notified me, they did not.. I booked a round-trip flight from Philadelphia to Key West for my brother's wedding in May of 2015. The flight down was cancelled by the airline, I had to contact Expedia to get a new flight which got me to Key West late with a long layover. Fine, inconvenient, but tolerable. On the way home, I went to check in for my flight, which I found had been changed from 11:30am to 7am and no one had notified my. My evening plans, transfer to the airport, all ruined. I called Expedia, where they told me I had authorized these changes the month before. I did not. After going up several chains of command, with 3 hours of my time wasted on the phone and several very rude customer service representatives, I got to the ""supervisor's supervisor"". He very rudely told me that I approved the changes the month before (I did not) and that I had been notified (I was not). He told me I would have to pay $200 change fee since it was my fault, and then raised his voice to me and said they couldn't help me anyway I would have to call the airline. I called a travel agent friend of mine, who was able to go through Expedia and get my flight changed back. So clearly, Expedia can make the changes if you use the right words, but for us average patrons they refuse to, they just want the money for the change fee. Incredibly poor customer service, I will not use Expedia for a flight ever again.",booking
"Horrible customer service. It was horrible customer service. I called to customer service of Expedia for change my flight. I was more than 2 hours on line with same Expedia representative, he could not help me during long time. And finally disconnected call. No one did not call back to me. I tried to call to Expedia one more time, but could not reach any representative. I tried to ask call back from web site, but it does not work. I am completely unsatisfied of Expedia customer service. I have urgent change of air tickets, but could nor reach any representative who could help me.",booking
Hotel Accommodation Review. I'm in a *** hotel that is dirty and just nasty found a used Crack pipe and a haft smoked joint I have a 2 way mirror above my sink and the floor have no been cleaned for a week that I know of,booking
"Expedia Flight No rebooking or rerouting with 12 hrs HOLD TIME. SO I got a flight for BNA to MNL and paid for it before. However in the airport, I got my bags checked in and my boarding pass issued - meaning I'm already in and ready to fly. But due to the traffic in TSA checkpoints, I missed my flight. Now, it should be a prerogative of a reputable company such as EXPEDIA to provide rerouting or rebooking on a immediate manner in accordance with the policy. The whole scenario was accidental, and the customer is not at fault for missing that flight, PLUS I got a proof that I'm checked in because I HAVE MY BOARDING PASS. Unfortunately, after I missed the flight, DELTA airlines was much obliged to help me reroute but due to EXPEDIA being my travel ticket provider, I need to call EXPEDIA instead and have it reroute for me to DELTA and PAL. So, I thought the nightmare has ended, I was wrong.... it just started - I kept on calling EXPEDIA for almost 12 hours already! 12 *** HOURS! for a rerouting of my flight. With almost 20+ agents and 4 supervisors, they couldn't book one single reroute for BNA to MNL? How hard could that be? well, other than the fact I was on hold for 12 hours, I also missed the opportunity to get an earlier flight later that day because of their incompetent customer service (always on Hold, then when you get disconnected, you will have to start another booking inquiry) and their going back and forth to PAL and DELTA to have DEAL they said. I was left in the dark literally because I am still at the airport 1130 PM!, and the DELTA personnel still didn't help me either. BECAUSE EXPEDIA SAID THEY WILL COORDINATE WITH DELTA, and I was foolish to believe that. Imagine, they even booked a rerouting for SFO to MNL later on, BUT WITHOUT the flight from BNA to SFO. On which case they cancelled the flight themselves, so another ""not the customer's fault""  scenario happened again. I have proof of everything, their rerouting incompetence because I have a copy of the error they made for SFO and BNA. Then I also have m boarding pass saying that this is not a ""no show"". So as far as consumer rights is concerned, there should be a protection for us consumers about this unscrupulous policies that deny our right for compensation or refund if such accidental things happen. Isn't that why we have a compensation regulation? isn't it also the reason why WE HAVE TO BE REROUTED IMMEDIATELY once we missed our flight? That was the policy! So they broke it themselves and did not do their due for their bargain. Is it still the fault of the customer? Absolutely, NOT. That's why I filed a complaint already, and now also have a dispute with my card that I used. Because even my card representative said that this is NOT RIGHT because the ticket wasn't even used and now they will also leave their customer up in air. GOOD JOB EXPEDIA, we'll just see how FTC looks this up. *** I HAVE MY BOARDING PASS, BAGGAGE SLIP, ITINERARY CHANGES THAT DELTA AND EXPEDIA MADE, as a proof of their lack of consideration for fair customers like us. I hope somebody could help me out, but now, I'm on my way to another flight with a $1,091 additional ticket. My finances are now ruined because of expedia. I hope you have a goodnight sleep for all of this mess you did with a customer.",booking
"Dishonest billing practices. BEWARE DO NOT USE EXPEDIA.  I have 2 on-going problems with Expedia and I advise everyone not to use them:  first, when booking flight tickets with them, twice they have blocked far more money on my credit card than the value of the flight (over 1500 USD more each time). When I called, I was quickly told it was a ""deposit"" in case I damaged the hotel room.  I responded that I did not book a hotel.  I was then told it was in case I damaged the rental car.  I did not book a rental car--only flight tickets. I was then told to contact my credit card company to show them ""proof"" that too much money had been blocked.  I spent quite a bit of time doing this and sent them the proof.  They simply never answered. After several customer service calls--each time being told the same useless information, I was finally told by one honest customer service representative that this is systematic with them and they will ""hold"" the money for 3 weeks and then give it back.  He said the only thing to do was to wait it out.  And in fact that is what happened--3 weeks later my money was released.  So they are apparently doing this systematically--giving themselves a free float at the cost of consumers--as during that time, I could not use my credit card as they had ""maxed it out"". Secondly, when booking another small flight ticket (100 euros), they charged an additional fee of 3 euros to me and tried to claim it was charged by the airline company.  I confirmed both with the airline company and my credit card and both confirmed that this extra charge was made by Expedia.  They refuse to refund me (I know the amount is small, but it represents 3% of the transaction and was NOT AUTHORISED by me).  They refuse to answer me and they cannot give me any further info. DO NOT USE THIS COMPANY--IT IS A SHAME THEY HAVE SUCH A DOMINANT PLACE IN THE MARKET AS THEY ARE EXTREMELY DISHONEST!!!",booking
"Be Warned! Expedia steals from you and then does not make the booking!. I booked a hotel stay online in February and the whole process was painless and successful, including an on screen green box confirmation AND Expedia charging �120 for the hotel. I never received an email confirmation, but as a loyal, repeat Expedia customer I didn't think much of it, knowing that the itinerary would be stored in my Expedia account.  Fast forward 2 months, with the trip now a week away, and there's no record whatsoever of the trip, apart from the charge to my credit card when the booking was made. I've now called Expedia who say it's my fault for not calling them within the first 28 days of the booking. Fair enough IF it weren't for the fact that they charged me �120 for a booking they never made. As far as I can tell, this is outright theft. They've said they can't help me and I need to go through some complicated process to be issued a refund. Add to this the incredibly rude and condescending support person, and I am officially an ex-Expedia user. I will NEVER use them again! Be warned!",booking
WORST customer service. I made a reservation through expedia online i needed to make changes to my flights. I called because you can not make changes online. The representative barely understand English i paid to change both my departure and return fligh. they only changed one and although they have calls that are recorded and they heard me ask for both flights to be changed and the specific time. they still want to charge me again for the mistake of the incompetency of their customer service. When i call back i have to wait hours to get in contact with a rep that will later put me on hold and miracoulously the call is disconnected. I always use hotwire NEVER had an issue,booking
"Expedia is not what they claim to be watch out !!!!!!!!!!!. I booked a room for week-end of may 9-may11-15 spoke with five different people all they did was take my  credit card info left me hanging on the phone never came back on. I called back from a different phone number and I asked for a confirmation number on my card the next person told me I have to wait to get it by email. Well I waited and waited for the email to come never came. Finally five hour later I called back to check on my email and booking info. and still nothing Michele kept saying did it come through the computer I will stay on the phone till it goes through after about ten minutes I figured out they weren't going to send anything to me , why would they they had all credit card info and anything else they needed to book me for the room and then say I never cancelled but I did. be very careful when using expedia I honestly believe they have a scam going on. I hope Michele does not try anything *** like billing me for a room, From Fresno Danger Zone everyone book some where else,,,,,,,,,,,,,,,,,,,,",booking
"Expedia. NEVER AGAIN. Booking this vacation through expedia was the biggest mistake of my life! To start off. There was no one in the office to greet me because the office was officially closed several days before my arrival, unannounced to me. Trying to a) get a live person from expedia to assist me (40 min. wait on hold with god awful music and the suggestions of an automated voice telling me I could probably find a solution to my problem on the web site., and b) trying to get a live person who actually speaks english,  was impossible. I spent 5..yes, count them, FIVE HOURS on the phone, in the parking lot of the Buccaneer in Deerfield Beach, Fla., with 3 different 'customer service' rep's who all followed the same scripted questions, in pigeon english, again and again and again and again, etc... I finally called Capital One to dispute the charges and, after another hour, finally got a refund for the room that was reserved 3 months prior. The only bright spot was the fact that I was able to get a hold of an extremely nice woman named Leah, who arranged for my girlfriend and I to stay in a much nicer room for less money in the same area.  Never and I mean NEVER again will I do any business with expedia. Their customer service is Non existent, if not insulting. The only reason I got my $ back was due to the persistence of my Capital One Service Rep. (Thank you Phillis!!)  They could give me a vacation to Hawaii and I wouldn't show up. There are nice rooms at the Buccaneer but don't book through expedia and don't rent any rooms from a woman named Nancy!",booking
"Handicapped accessible not accessible. I very explicitly explained to the woman making the reservation that I needed a fully handicap accessible room as my husband is a below the knee amputee and does not have his prothetic yet. We would have to be able to access the room, bathroom and shower via the wheelchair. I even told her he has to be able to roll into the bathroom and transfer from the wheelchair to the toilet and from the wheelchair to the shower. I recieved a confirmation stating the hotel confirmed we would have a fully handicapped accessible room available. We didn't get to the hotel until late that evening only to find it not at all accessible. Not even grab bars for him to use to transfer. As a result my husband fell and sustained an injury that is now going to delay him getting his prosthetic.",booking
"Hiding Information - BE CAREFUL!!!!. I bought one way ticket from Miami to Panama for my handicap brother.  United Airline refused the ticket based upon international law that persons with one way ticket are not allow to other countries even being American Citizen.  Expedia sold the ticket, but never mentioned this law.  My case is S-98241292.  EXPEDIA REFUSED TO REIMBURSE OR TO PROVIDE ME WITH CREDIT FOR ANOTHER TICKET.  I was an Expedia loyal customer for years.  Now, I am a disgruntled one circulating the unprofessionalism of Expedia.  It is like a merchant sales shirts, and after paying for it, they says that you cannot wear it.",booking
"Travel Package Review from Houston, Texas. I was trying to book online a complete travel package, but could not get their site to take my known traveler number (to ensure TSA Precheck).  I called Expedia to have them help make sure my number got entered for the airline.  A month later I checked in online for the airline and Expedia had not entered my number, so no TSA precheck.  Normally this would not be a big deal, but my flight boarded at 5:05AM.  Not to mention that is why I called them in the first place.  Spent 30 minutes on the phone with them as I drove to the airport and they could not help fix the problem...  After spending $20,000 in travel over the last several years I think this will be my last Expedia booking.",booking
"Booked Flight to Wrong City. Just got off the phone after 1 1/2 with Expedia.  First tried to book online.  It wouldn't go through.  Called to get customer assistance, spent a loooong time on the phone there.  Finally got flight booked.  No email confirmation was coming through so I got nervous and called back.  Glad I did because I was booked to the wrong city!!  The gentleman I talked to this time was not helpful at all.  Finally got the flight cancelled.  He was then trying to book my correct flight.  He asked me to do it myself, I explained that it had not worked and he insisted I try.  Once again it did not work.  He said that fine, he would do it but the price he quoted was $80 more than showed up on the website.  He would not change or offer a voucher of anything.  I finally gave up.  No tickets yet...  Ridiculous and unpleasant hour and a half!!!!",booking
"Contacting the Expedia Partner Site. I booked a hotel thru an Expedia partner. I never received an email confirmation. I called the hotel & was told they had the reservation but the only had it listed as an Expedia Partner. I called Expedia 2 times, after much searching they connect me to ""partner"" could not give me name of partner. The number they connected me to was a conference bridge number that disconnected me. The 3rd phone call to expedia after being on hold for 18 min I was ""accidentally"" disconnected. I also tried to use their website where customer service calls you. They called me 3 times with no one on the line.  It was just awful.",booking
"Lack of communication. Booked a hotel for stay in Sorrento, IT by way of Estonia (summer 2015). Twelve hours prior to departure from Estonia to Italy I received an email from Expedia stating that my reservation was cancelled. Needless to say I immediately panicked having planned the trip months in advance and recognizing the spiked prices summer travels to Europe presents. I contacted the hotel directly, very pleasant, they informed me that they informed Expedia of their closure in lieu of renovation several months in advance. Finally spoke with someone from Expedia after being looped around for an hour...they told me to find my own arrangements and minimized their oversight. I'm still waiting for my reimbursement :-(",cancellation
"Expedia reservation Review from Phoenix, Arizona. I booked my rooms for a book now pay later hotel for Vegas in February and the hotel charged my account for the full amount and made me go negative. They did nothing for me but say "" the hotel never informed us that they changed their policies and took a deposit upon booking. It will take 10-15 days for money to be back in account "" now my account will be negative for 10-15 days and Fees will be bullring up. I will never book through them again.",cancellation
"booking Review from Hong Kong, Hong Kong. Absolutely felt cheated by Expedia! Booked tickets for my son to return to Zurich on Jan 12 with Swiss airlines (booking ref number:5JHTD3), received call 4 days before departure to tell me the airline dishonoured the booking ! How could that be possible???? Agent admitted his mistake and ultimately forced to buy a completely new set of tickets via Etihad airline (itinerary 125922384645 UESCFV) for January 10! Made several attempts and hours of waiting on hold before I was told I would receive a miserable refund of $6000 in 10-12 weeks time! I have paid over $12000 in total for a returned tickets that should cost 7000+! Why should I be paying for the agent's mistake???? No apology, no explanation for the mistake and cancellation, no follow up. I demand a freaking god *** reason and compensation from Expedia!!! Ms Foo clo Julian Tiplady",cancellation
Bad experience. We made a reservation for a hotel through expedia by mistake. We found out the mistake in less than 5 minutes as called expedia immediately to cancel it. The reservation has a no refund tag. Expedia called the hotel but could not get thrugh. It promised to give us an update within 48 hours which never came. We called the hotel trying to cancel it. The hotel would not do it either. We offer to find other guests for the room and they still would not do it. We think this is very bad and unreasonable business practice.,cancellation
"Customer Care Review from New York, New York. The absolute worst customer service I have ever received. Spoke to 3 different reps about an issue, all of them gave me different answers, after keeping me on hold for more than 20 minutes at a time. A note: don't brag about not charging cancellation fees when the airline charges them anyway!!!! It's still a cancellation fee - doesn't matter who is charging it. It does not make your service look more attractive when you brag about having no cancellation fee, then wright in fine print that you'll in fact be hit with cancellation fees. There are so many horrible reviews of Expedia customer service all over the Internet; I wish I listened. It's clear this company does not care about fixing it. It's a shame because I love the site and have been using it seamlessly for more than five years. Never again.",cancellation
"Cancelled flights. Has all my flights cancelled by expedia ..  I booked a flight on Nov 9 th and return on the 19th ,, Montreal to San Francisco. Expedia sends me a message on the 9th that is cancelled.. ( I don't check my email every day and expecially when I already have a ticket booked ).. I receive confirmation and payment is taken.. from that point on I have an aggrement ???  I called the customer service ( 24 hours in advance to reschedule) and find out that now I not only don't have a return ticket but was charged !!!!!!  I didn't cancel you did !!!!!!  never again !!!!!!!!!!  I spend 20 k per year with your service..",cancellation
"Do Not Buy Protection Plan from Expedia When Renting a Car. I had a cracked windshield when renting a car from Enterprise through Expedia with their protection plan. The insurance company Aon who Expedia uses is horrible.  Almost two months later, my claim is still not finalized.  The worst part is they told Enterprise the...",cancellation
"reservation. Booked two rooms in Chico, CA at Safari Motel through Expedia. During the first part of our week long road trip learned that we could not go to Chico, so I called the motel and cancelled our stay. They informed me it was taken care of. Now found out Expedia had charged my CC for two rooms because the motel told them of our ""no show"". Called Expedia, and called motel, no help. Expedia says they were to be called about cancellation. In their confirmation email it doesn't say anything about it. When I called motel to cancel, they told me it was all taken care of. BEWARE EXPEDIA",cancellation
"When it is good... but WHEN IT IS BAD!!!. I have used Expedia for years, and had some great holidays/flights/bookings with no problems.   But wow, when there is a problem?  Any good feelings that you have about the company evaporate quicker than you can say ""we are experiencing a high volume of calls at present"".  Even when you personally have arranged with the hotel for a cancellation/refund,  trying to get Expedia customer service to process this correctly is extremely difficult.  I had to spend [no joke], a total of 3 hours on the phone and numerous emails to cancel the booking, only to find out a week later that they had not cancelled the flights, despite a very long drawn out conversation and being put on hold whilst customer service cancelled said flights.   So all in all, one of the worst experiences I have encountered; Ryanair would have fared better.  So my advice is that if the booking is certain and there will be no changes, go ahead, it will be fine.  But be warned.  Any changes/cancellations/refund requests and suddenly blood from a stone would be easier.",cancellation
"Tour Booking Review from Singapore, Singapore. Booked a tour with grayline australia - bayron bay tour. Tour cancelled and informed me less than 12hours before tour actual day. Grayline is trying to process the refund but expedia is not even replying their emails. It is 2 days till 1 month after this incident happened. Tried calling expedia and they told us to email this?! What is seriously happening is obviously expedia isn't communicating internally on their job scope. So much for being an MNC...",cancellation
"customer service hung up on me after not wanting to help anymore.. I called customer service to cancel or change my flight, the first agent was understanding and she talked to the airlines to see if i could change the flight, she transferred me to one of the supervisors who is supposed to give me the fee pricing but the call got disconnected, so i call again, and the agent redirected me to an other supervisor which is a guy this time, telling him that i want to change the flight but he said that its not possible and he just hung up on me. worst customer service ever. so i basically wasted 3 hours of my life over nothing. just waiting on hold and checking the phone if it got disconnected or anything, but this *** just doesn't want to help and hung on me?! plus i told him that he isn't helping me one bit and i wanted to talk to another agent but he wouldn't transfer me just saying its not possible to change it. thanks for calling and goodbye and i told him wait I'm not finished and don't hung up on me he got quiet for a few seconds then just hung up.",cancellation
"Expedia Cancellation Policy Review from Denver, Colorado. I wish I could give them 0 stars. I called last night and spoke with Tom at cuts service. I advised him that I needed to cancel my hotel Rez because of some financial hardships: he said he would contact the hotel to get approval for the cancel and that someone would call me today. That never happened so I called them again and they apparently have NO record of my call. Then they tell me the SAME thing, that they will have to call me back tomorrow. I requested a supervisor and he said the same so I requested his supervisor and she said she was corporate office... She said she had to get approval from the hotel and that the person they needed to speak with was not there (how convenient). She told me that *i* needed to call back tomorrow around 8am because Expedia doesn't do outbound calls very well... She said she was ""setting my expectation""... And what is that? A very low expectation that my issue wasn't important enough to call me back and take care of me. She was rude and not helpful. So here I am, having to wait another day to call again myself because they can't follow up with me on their own. I will NEVER use this company again.",cancellation
"NEVER AGAIN. Went to cancel a reservation well in advance of the cut-off date.  Expedia insisted it wasn't booked through them and kept sending me to hotel.com, who kept sending me back to Expedia (after long wait times on the phone with each of course).  Finally, about 1:00 AM, Expedia ""found"" my reservation they had spent all night denying that I had in spite of both Hotel.com and the motel saying it was through them.  NEVER will use them again.  Not worth the hours spent with their worthless, foreign, customer service department.  I repeated asked them to contact the motel directly to straighten it out, but they refused.",cancellation
"booking Review from Naperville, Illinois. It's ashamed how when an emergency happens to make a change on flights they can't at least waive the change/cancellation fee due to a death in the Family or even try to help me With something that can help me arrive. And I'm always using this company for business. It's not like I'm cancelling my flight I just need a sooner date to departure so I won't be missing the funeral. This is really sad that I can afford the fee and the difference of another ticket.",cancellation
"Never again Expedia. Terrible experience. Had to change my ticket and it took almost an hour to get through the process. So the price changed from the time I started until the time the call ended by $70. Expedia would not eat the charges. Passed it on to their now ex-customer. customer service repeated ""I'm sorry"" about a hundred times but it is really quite meaningless when they do nothing to rectify the situation. It is frustrating enough to have to pay $200 to change the flight (which goes to the airlines) but then to have another $70 added on top of the price quoted at the beginning of the call in unacceptable.",cancellation
"NO interest in a complaint and no service!. Booked a trip with the intended return date more than 12 months out from time of booking which the systems can't cater for so they provide the latest available date and in cases like ours should have notified the airline who would have made notes to allow us to change the date when it became available in the system at no charge, but they didn't. We have done this without problem in the past. When we later attempted to amend the return date expedia said after MANY phone calls and HOURS on the phone and MANY emails the airlines don't do this which simply ***. I eventually contacted British Airways, Zagreb office and they fixed it NO PROBLEM so compliments to the BA staff in Zagreb they were GREAT. The attempts to contact expedia via email was an exercise in frustration and the replies basically said ""Get Stuffed"". SRU from NZ",cancellation
"Customer Care Review from New Delhi, Delhi. Extremely poor customer support.. On 6th July 2015 I was trying to check the final price and any promotional discount offers for booking, when I was asked for booking details. Since all the information was saved in my chrome it was filled using autofill function including my credit card details. When we were prompted for details, thought that's for account creation and entered that. Since the intention was to only check the total charge and not to book we cancelled the booking immediately as we did not authorize this transaction. Only then did we realize the amount was straight away charged to my credit card without any password authorisation. This was really strange as I have never come across anything like this before. I was sure of a pleasant experience with Expedia.co.in given the international standards and expected a quick resolution for this error. However, when I called customer care executive (Ms Ravinder Kaur) informed me that the full amount cannot be refunded as the booking was confirmed. This is a big security failure as code printed on my card cannot be used for secure authentication purpose. Please note that the booking was cancelled within less than a minutes of confirming as it was completely unintentional. I have sent several emails since 6th July 2015 until today to their email address but there was only one response received on 12th July 2015 mentioning they will revert within48-72 hours but response has been received. Request you to kindly help in getting the full amount refunded.",cancellation
"Hotel cancellation delay 24 to 48 hours 2X REALLY??. I made a business reservation with Expedia for 3 nights in Logan Utah. They immediately charged my card for the 3 nights. OK I guess this is how they do it so I went with it. Upon arrival to my hotel I realized I only needed 2 nights so I let the receptionist know this. She told me I will need to take this up with Expedia. ""Just call them and they will credit the 3rd night"". I immediately went to my room and called Expedia Customer Support. I spoke to man with an Indian accent. I could hardly understand him and it seemed he could not understand me. While I was on hold he called the hotel where I was staying to confirm I will only be there 2 nights. He got back on the line with me and said he confirmed with the hotel and made several notes and will provide the information to the ""Credit Department"". He said this will take 24 to 48 hours to process and I will get an email to confirm. This made me feel as if I'm talking to the wrong department but I had no choice. Now a day after I checked out of my room I received an email receipt for the THREE DAYS! So I called customer support again. I spoke to a woman with a Spanish accent. Even harder to understand! She took my info as if it was new information and again said it will take 24 to 48 BUSINESS HOURS for me to get the credit for the 3rd day. She admitted she sees notes that I had called already days before but there was no response. She said she will escalate this to the ""higher team"". I asked if I can just talk to the ""higher team"" and she said they don't have phones????? This day and age you cannot provide an immediate credit??? She kept saying ""So you agree""? I kept saying no I do not agree and I want my credit now! Nothing she could do and I'm still waiting for my credit! I told her she lost a customer and anybody I know will be advised to stay away from Expedia. Unbelievable!",cancellation
